VDID,SubAuthorityCode,BiDirectional,VDType,LocationType,DetectionType,PositionLon,PositionLat,RoadID,RoadName,RoadClass,LocationMile,RoadSection_Start,RoadSection_End,Link_LinkID,Link_Bearing,Link_RoadDirection,Link_LaneNum,Link_ActualLaneNum
VD-N1-S-0.000-M-RS,NFB-NR,0,1,5,1,121.7357825,25.123084,000010,國道1號,0,0K+000,基隆端,基隆交流道,0000101001030C,SW,S,2,2
VD-N1-S-0.700-M-LOOP,NFB-NR,0,1,5,1,121.7305891,25.1177526,000010,國道1號,0,0K+700,基隆端,基隆交流道,0000100000040C,SW,S,2,2
VD-N1-S-0.990-N-LOOP,NFB-NR,0,1,5,1,121.7287269,25.1157288,000010,國道1號,0,0K+990,基隆端,基隆交流道,0000100000080C,SW,S,2,2
VD-N1-S-1-I-WS-1B-基隆-匝道,NFB-NR,0,1,5,2,121.7270831,25.1152446,000010,國道1號,0,1K+100,基隆交流道,八堵交流道,0000101002020C,S,S,1,1
VD-N1-S-1-I-ES-1A-基隆-環道,NFB-NR,0,1,5,2,121.7274309,25.1157328,000010,國道1號,0,1K+100,基隆交流道,八堵交流道,0000101002010C,E,S,1,1
VD-N1-S-1-O-NW-1-基隆,NFB-NR,0,1,5,2,121.7289982,25.1164026,000010,國道1號,0,1K+100,基隆交流道,八堵交流道,0000101002000C,SW,S,1,1
VD-N1-S-1.740-M-LOOP,NFB-NR,0,1,5,1,121.7258665,25.1094273,000010,國道1號,0,1K+740,基隆交流道,八堵交流道,0000100000130C,S,S,2,2
VD-N1-S-1.950-M-RS,NFB-NR,0,2,1,1,121.7252769,25.1079742,000010,國道1號,0,1K+950,基隆交流道,八堵交流道,0000100000130C,S,S,2,2
VD-N1-S-2.450-N-LOOP,NFB-NR,0,1,5,1,121.7225669,25.1041679,000010,國道1號,0,2K+450,基隆交流道,八堵交流道,0000101003020C,W,S,2,2
VD-N1-S-2-I-ES-1-水源路-八堵,NFB-NR,0,1,5,2,121.7282979,25.1046699,000010,國道1號,0,2K+600,八堵交流道,大華系統交流道,0000101103000C,E,S,1,1
VD-N1-S-3.900-M-RS,NFB-NR,0,2,1,1,121.7088111,25.100178,000010,國道1號,0,3K+900,八堵交流道,大華系統交流道,0000100000300C,SW,S,3,3
VD-N1-S-4.830-M-LOOP,NFB-NR,0,1,5,1,121.7006727,25.0975717,000010,國道1號,0,4K+830,八堵交流道,大華系統交流道,0000100000400C,W,S,3,3
VD-N1-S-5-I-ES-大華系統-T62W1S,NFB-NR,0,1,5,2,121.7039614,25.098241,000010,國道1號,0,5K+000,大華系統交流道,五堵交流道,0000101004010C,W,S,1,1
VD-N1-S-5-I-WS-大華系統-T62E1S,NFB-NR,0,1,5,2,121.6995233,25.0986416,000010,國道1號,0,5K+000,大華系統交流道,五堵交流道,0000101004000C,S,S,1,1
VD-N1-S-5.140-N-LOOP,NFB-NR,0,1,5,1,121.6980154,25.0962388,000010,國道1號,0,5K+140,大華系統交流道,五堵交流道,0000100000500C,SW,S,3,3
VD-N1-S-5.490-M-RS,NFB-NR,0,2,1,1,121.6966625,25.0933591,000010,國道1號,0,5K+490,大華系統交流道,五堵交流道,0000100000550C,SW,S,4,4
VD-N1-S-6.300-M-LOOP,NFB-NR,0,1,5,1,121.6922613,25.087869,000010,國道1號,0,6K+300,大華系統交流道,五堵交流道,0000100000600C,W,S,4,4
VD-N1-S-6.600-N-LOOP,NFB-NR,0,1,5,1,121.6892905,25.0872441,000010,國道1號,0,6K+600,大華系統交流道,五堵交流道,0000100000650C,W,S,3,3
VD-N1-S-6-I-ES-21-五堵,NFB-NR,0,1,5,2,121.6874586,25.0875694,000010,國道1號,0,6K+800,五堵交流道,汐止交流道,0000101005040C,NE,S,1,1
VD-N1-S-6-O-NW-1-五堵出口,NFB-NR,0,1,5,2,121.6895684,25.0874948,000010,國道1號,0,6K+800,五堵交流道,汐止交流道,0000101005000C,W,S,1,1
VD-N1-S-6-I-ES-1-五堵,NFB-NR,0,1,5,2,121.6879013,25.0879287,000010,國道1號,0,6K+800,五堵交流道,汐止交流道,0000101005040C,NE,S,2,2
VD-N1-S-7.580-M-RS,NFB-NR,0,2,1,1,121.6805354,25.0859129,000010,國道1號,0,7K+580,五堵交流道,汐止交流道,0000100000740F,W,S,3,3
VD-N1-S-8.260-M-LOOP,NFB-NR,0,1,5,1,121.6732971,25.0844811,000010,國道1號,0,8K+260,五堵交流道,汐止交流道,0000100000800C,SW,S,3,3
VD-N1-S-8.940-M-LOOP,NFB-NR,0,1,5,1,121.6675707,25.0811859,000010,國道1號,0,8K+940,五堵交流道,汐止交流道,0000100000840F,SW,S,3,3
VD-N1-S-9.130-M-汐止地磅站,NFB-NR,0,1,5,2,121.6659404,25.080222,000010,國道1號,0,9K+350,五堵交流道,汐止交流道,0000100000900F,SW,S,1,1
VD-N1-S-9.630-M-LOOP,NFB-NR,0,1,5,1,121.6621281,25.0777723,000010,國道1號,0,9K+630,五堵交流道,汐止交流道,0000100000900F,SW,S,4,4
VD-N1-S-10.260-N-RS,NFB-NR,0,2,1,1,121.6562566,25.0749582,000010,國道1號,0,10K+260,五堵交流道,汐止交流道,0000101007000F,W,S,2,2
VD-N1-S-9-B-汐止收費站,NFB-NR,0,1,5,2,121.6632217,25.0785723,000010,國道1號,0,10K+500,汐止交流道,汐止系統交流道,0000100000900F,SW,S,1,1
VD-N1-S-10-I-ES-1-汐止,NFB-NR,0,1,5,2,121.6557718,25.0751219,000010,國道1號,0,10K+500,汐止交流道,汐止系統交流道,0000101006040F,NE,S,1,1
VD-N1-S-10-O-NE-1-汐止,NFB-NR,0,1,5,2,121.6561262,25.0753391,000010,國道1號,0,10K+500,汐止交流道,汐止系統交流道,0000101006010F,SW,S,1,1
VD-N1-N-11-I-WN-汐止系統-3S1N,NFB-NR,0,1,5,2,121.6449813,25.0713379,000010,國道1號,0,10K+900,汐止交流道,汐止系統交流道,0000101107050F,S,S,1,1
VD-N1-S-11.090-N-LOOP,NFB-NR,0,1,5,1,121.6493754,25.0734325,000010,國道1號,0,11K+090,汐止交流道,汐止系統交流道,0000101007030F,W,S,2,2
VD-N1-S-11-C-S-1-汐止系統,NFB-NR,0,1,5,2,121.6506503,25.0737448,000010,國道1號,0,11K+500,汐止系統交流道,高架汐止端,0000101007020F,W,S,1,1
VD-N1-S-11-I-WS-22-汐止系統-3S1S,NFB-NR,0,1,5,2,121.6448557,25.0741346,000010,國道1號,0,11K+500,汐止系統交流道,高架汐止端,0000101007100F,SW,S,2,2
VD-N1-S-11-I-ES-汐止系統-3N1S,NFB-NR,0,1,5,2,121.6461387,25.0736458,000010,國道1號,0,11K+500,汐止系統交流道,高架汐止端,0000101007070F,NE,S,1,1
VD-N1-S-11-I-WS-21-汐止系統-康寧街,NFB-NR,0,1,5,2,121.6439783,25.0735701,000010,國道1號,0,11K+500,汐止系統交流道,高架汐止端,0000101007100F,SW,S,1,1
VD-N1-S-11.700-N-LOOP,NFB-NR,0,1,5,1,121.6428271,25.0723736,000010,國道1號,0,11K+700,汐止系統交流道,高架汐止端,0000100001160F,W,S,3,3
VD-N1-S-12.350-M-RS,NFB-NR,0,2,1,1,121.6368794,25.0700956,000010,國道1號,0,12K+350,汐止系統交流道,高架汐止端,0000100001200F,SW,S,5,5
VD-N1-S-12.500-M-LOOP,NFB-NR,0,1,5,1,121.6356294,25.0691403,000010,國道1號,0,12K+500,汐止系統交流道,高架汐止端,0000100001200F,SW,S,5,5
VD-N1-S-13.480-M-LOOP,NFB-NR,0,1,5,1,121.6266974,25.0668573,000010,國道1號,0,13K+480,汐止系統交流道,高架汐止端,0000100001300F,W,S,3,3
VD-N1-S-15.170-N-LOOP,NFB-NR,0,1,5,1,121.6098043,25.065211,000010,國道1號,0,15K+170,高架汐止端,東湖交流道,0000100001500A,W,S,3,3
VD-N1-S-15-I-WS-1-東湖,NFB-NR,0,1,5,2,121.6100403,25.0655192,000010,國道1號,0,15K+200,東湖交流道,內湖交流道,0000101009000A,W,S,1,1
VD-N1-S-15.620-M-RS,NFB-NR,0,2,1,1,121.6058636,25.064703,000010,國道1號,0,15K+830,東湖交流道,內湖交流道,0000100001530A,W,S,4,4
VD-N1-S-16.300-M-LOOP,NFB-NR,0,1,5,1,121.5987696,25.0638381,000010,國道1號,0,16K+300,東湖交流道,內湖交流道,0000100001620A,W,S,3,3
VD-N1-S-16-I-WS-1-內湖-成功路,NFB-NR,0,1,5,2,121.5898404,25.0654456,000010,國道1號,0,16K+800,內湖交流道,圓山交流道,0000101010070A,W,S,2,2
VD-N1-S-16-O-NE-1A-內湖-環東大道,NFB-NR,0,1,5,2,121.5979623,25.0640898,000010,國道1號,0,16K+800,內湖交流道,圓山交流道,0000101010000A,W,S,1,1
VD-N1-S-16-O-NW-1B-內湖-成功路,NFB-NR,0,1,5,2,121.5927682,25.0644905,000010,國道1號,0,16K+800,內湖交流道,圓山交流道,0000101010060A,W,S,2,2
VD-N1-S-17.340-N-LOOP,NFB-NR,0,1,5,1,121.5885469,25.0656323,000010,國道1號,0,17K+340,內湖交流道,圓山交流道,0000101010070A,W,S,2,2
VD-N1-S-18.710-M-LOOP,NFB-NR,0,1,5,1,121.5760272,25.0702284,000010,國道1號,0,18K+710,內湖交流道,圓山交流道,0000100001800A,W,S,3,3
VD-N1-S-20.000-M-RS,NFB-NR,0,2,1,1,121.5634206,25.0711396,000010,國道1號,0,20K+000,內湖交流道,圓山交流道,0000100001900A,W,S,3,3
VD-N1-S-21.390-M-LOOP,NFB-NR,0,1,5,1,121.549963,25.073169,000010,國道1號,0,21K+390,內湖交流道,圓山交流道,0000100002100A,W,S,3,3
VD-N1-S-22.700-M-LOOP,NFB-NR,0,1,5,1,121.5368815,25.073049,000010,國道1號,0,22K+700,內湖交流道,圓山交流道,0000100002200A,W,S,3,3
VD-N1-S-23-I-ES-22-圓山-建國高架,NFB-NR,0,1,5,2,121.5334229,25.0715569,000010,國道1號,0,23K+200,圓山交流道,台北交流道,0000101011020A,N,S,2,2
VD-N1-S-23-I-WS-32-圓山,NFB-NR,0,1,5,2,121.5344319,25.0731066,000010,國道1號,0,23K+200,圓山交流道,台北交流道,0000101011010A,W,S,1,1
VD-N1-S-23-O-NE-1-圓山,NFB-NR,0,1,5,2,121.531747,25.0737969,000010,國道1號,0,23K+200,圓山交流道,台北交流道,0000101011000A,S,S,1,1
VD-N1-S-23-I-WS-31-圓山,NFB-NR,0,1,5,2,121.5344212,25.0731078,000010,國道1號,0,23K+200,圓山交流道,台北交流道,0000101011010A,W,S,1,1
VD-N1-S-23.280-N-LOOP,NFB-NR,0,1,5,1,121.5312696,25.0729985,000010,國道1號,0,23K+280,圓山交流道,台北交流道,0000100002320A,W,S,2,2
VD-N1-S-23.900-M-LOOP,NFB-NR,0,1,5,1,121.5256544,25.0751632,000010,國道1號,0,23K+900,圓山交流道,台北交流道,0000100002370A,W,S,4,4
VD-N1-S-24.400-M-RS,NFB-NR,0,2,1,1,121.5209234,25.076732,000010,國道1號,0,24K+400,圓山交流道,台北交流道,0000100002400A,W,S,4,4
VD-N1-S-25-I-WS-21-台北,NFB-NR,0,1,5,2,121.5132949,25.0797126,000010,國道1號,0,25K+100,台北交流道,三重交流道,0000101012020A,SW,S,1,1
VD-N1-S-25-O-NW-1A-台北,NFB-NR,0,1,5,2,121.514833,25.0781487,000010,國道1號,0,25K+100,台北交流道,三重交流道,0000101012000A,NW,S,2,2
VD-N1-S-25-O-NE-1B-台北,NFB-NR,0,1,5,2,121.5129433,25.0783935,000010,國道1號,0,25K+100,台北交流道,三重交流道,0000101012010A,NW,S,1,1
VD-N1-S-25-I-ES-22-台北,NFB-NR,0,1,5,2,121.5151406,25.0769509,000010,國道1號,0,25K+100,台北交流道,三重交流道,0000101012030A,NW,S,2,2
VD-N1-S-25.440-N-LOOP,NFB-NR,0,1,5,1,121.5108719,25.0782129,000010,國道1號,0,25K+440,台北交流道,三重交流道,0000100002510A,W,S,3,3
VD-N1-S-25.850-M-LOOP,NFB-NR,0,1,5,1,121.5066037,25.0781389,000010,國道1號,0,25K+850,台北交流道,三重交流道,0000100002560A,W,S,4,4
VD-N1-S-26.350-M-RS,NFB-NR,0,2,1,1,121.5017877,25.0775399,000010,國道1號,0,26K+350,台北交流道,三重交流道,0000100002610F,W,S,4,4
VD-N1-S-26.750-N-LOOP,NFB-NR,0,1,5,1,121.497913,25.0766934,000010,國道1號,0,26K+750,台北交流道,三重交流道,0000100002660F,W,S,4,4
VD-N1-S-27-I-ES-1-三重,NFB-NR,0,1,5,2,121.4944203,25.0754917,000010,國道1號,0,27K+100,三重交流道,五股轉接道,0000101013030F,NE,S,1,1
VD-N1-S-27-O-NW-1-三重,NFB-NR,0,1,5,2,121.4969706,25.0769433,000010,國道1號,0,27K+100,三重交流道,五股轉接道,0000101013000F,W,S,2,2
VD-N1-S-27-O-NE-22-三重,NFB-NR,0,1,5,2,121.4943143,25.075241,000010,國道1號,0,27K+100,三重交流道,五股轉接道,0000101013020F,SW,S,2,2
VD-N1-S-28.840-M-RS,NFB-NR,0,2,1,1,121.4778733,25.0737083,000010,國道1號,0,28K+840,三重交流道,五股轉接道,0000100002800F,W,S,4,4
VD-N1-S-30.540-M-LOOP,NFB-NR,0,1,5,1,121.461189,25.0754568,000010,國道1號,0,30K+540,三重交流道,五股轉接道,0000100003000F,W,S,4,4
VD-N1-S-31.400-M-LOOP,NFB-NR,0,1,5,1,121.4530792,25.0731124,000010,國道1號,0,31K+400,三重交流道,五股轉接道,0000100003100F,W,S,4,4
VD-N1-S-32.080-N-LOOP,NFB-NR,0,1,5,1,121.4467738,25.0712007,000010,國道1號,0,32K+080,三重交流道,五股轉接道,0000100003200F,W,S,3,3
VD-N1H-S-32.700-M-LOOP-五股轉接道,NFB-NR,0,1,5,1,121.4407564,25.0695407,00001A,國道1號,0,32K+700,五股轉接道,五股交流道,00001A1005020F,W,S,2,2
VD-N1-S-33-O-NW-32-五股-自強路,NFB-NR,0,1,5,2,121.4385572,25.0705503,000010,國道1號,0,33K+100,五股交流道,高公局交流道,0000101015070F,W,S,1,1
VD-N1-S-33-I-WS-21-五股,NFB-NR,0,1,5,2,121.436468,25.069974,000010,國道1號,0,33K+100,五股交流道,高公局交流道,0000101015110F,SW,S,1,1
VD-N1-S-33-I-ES-22-五股,NFB-NR,0,1,5,2,121.4390835,25.0700083,000010,國道1號,0,33K+100,五股交流道,高公局交流道,0000101015140F,SW,S,1,1
VD-N1-S-33-I-WS-1-五股,NFB-NR,0,1,5,2,121.4349617,25.0687017,000010,國道1號,0,33K+100,五股交流道,高公局交流道,0000101015150F,W,S,2,2
VD-N1-S-33-O-NW-2-五股,NFB-NR,0,1,5,2,121.4400027,25.0697695,000010,國道1號,0,33K+100,五股交流道,高公局交流道,0000101015040F,NW,S,2,2
VD-N1-S-33-O-NE-31-五股-台65,NFB-NR,0,1,5,2,121.4386238,25.070649,000010,國道1號,0,33K+100,五股交流道,高公局交流道,0000101015030F,NW,S,2,2
VD-N1-S-33-I-ES-34-五股,NFB-NR,0,1,5,2,121.4378796,25.070523,000010,國道1號,0,33K+100,五股交流道,高公局交流道,0000101015130F,E,S,1,1
VD-N1-S-33.350-M-LOOP,NFB-NR,0,1,5,1,121.4346059,25.0685161,000010,國道1號,0,33K+350,五股交流道,高公局交流道,0000100003300F,W,S,4,4
VD-N1-S-34.000-M-RS,NFB-NR,0,2,1,1,121.4281002,25.0681829,000010,國道1號,0,34K+000,五股交流道,高公局交流道,0000100003400F,SW,S,6,6
VD-N1-S-34-O-NW-B-高公局,NFB-NR,0,1,5,2,121.424964,25.0675926,000010,國道1號,0,34K+300,高公局交流道,泰山轉接道,0000100003400F,SW,S,1,1
VD-N1-S-34-I-WS-B-高公局,NFB-NR,0,1,5,2,121.4230914,25.0665893,626718,國道1號,0,34K+300,高公局交流道,泰山轉接道,6267180500000F,SW,S,1,1
VD-N1-S-34.500-N-LOOP,NFB-NR,0,1,5,1,121.4232447,25.0664387,000010,國道1號,0,34K+500,高公局交流道,泰山轉接道,0000100003400F,SW,S,5,5
VD-N1-S-35-B-泰山收費站,NFB-NR,0,1,5,1,121.4117586,25.0597154,000010,國道1號,0,35K+000,高公局交流道,泰山轉接道,0000100003528F,SW,S,2,2
VD-N1-S-36.690-M-LOOP,NFB-NR,0,1,5,1,121.405072,25.055668,000010,國道1號,0,36K+690,泰山轉接道,林口交流道,0000100003630F,W,S,5,5
VD-N1-S-37.760-M-RS,NFB-NR,0,2,1,1,121.3966244,25.0596125,000010,國道1號,0,37K+760,泰山轉接道,林口交流道,0000100003700F,NW,S,5,5
VD-N1-S-39.260-M-LOOP,NFB-NR,0,1,5,1,121.3839876,25.064704,000010,國道1號,0,39K+260,泰山轉接道,林口交流道,0000100003900F,W,S,5,5
VD-N1-S-40.000-M-LOOP,NFB-NR,0,1,5,1,121.3768381,25.0661015,000010,國道1號,0,40K+000,泰山轉接道,林口交流道,0000100004000F,W,S,5,5
VD-N1-S-40.700-N-LOOP,NFB-NR,0,1,5,1,121.3699741,25.0654752,000010,國道1號,0,40K+700,泰山轉接道,林口交流道,0000100004040F,W,S,5,5
VD-N1-S-41-I-WS-1A-林口-文化一路,NFB-NR,0,1,5,2,121.3658274,25.0654888,000010,國道1號,0,41K+500,林口交流道,桃園交流道,0000101017040F,W,S,1,1
VD-N1-S-41-O-NW-1B-林口-文化北路,NFB-NR,0,1,5,2,121.3590607,25.065283,000010,國道1號,0,41K+500,林口交流道,桃園交流道,0000101017060F,W,S,2,2
VD-N1-S-41-O-NW-1A-林口-文化一路,NFB-NR,0,1,5,2,121.372134,25.0659126,000010,國道1號,0,41K+500,林口交流道,桃園交流道,0000101017000F,W,S,2,2
VD-N1-S-41-C-S-1B-林口-集散道,NFB-NR,0,1,5,2,121.3630657,25.0651887,000010,國道1號,0,41K+500,林口交流道,桃園交流道,0000101017050F,W,S,2,2
VD-N1-S-41-I-WS-1B-林口-文化北路,NFB-NR,0,1,5,2,121.3549157,25.065843,000010,國道1號,0,41K+500,林口交流道,桃園交流道,0000101017080H,W,S,2,2
VD-N1-S-41.770-N-LOOP,NFB-NR,0,1,5,1,121.3593966,25.0649688,000010,國道1號,0,41K+770,林口交流道,桃園交流道,0000100004110F,W,S,4,4
VD-N1-S-42.500-N-LOOP,NFB-NR,0,1,5,1,121.3523884,25.0654956,000010,國道1號,0,42K+500,林口交流道,桃園交流道,0000100004230H,W,S,4,4
VD-N1-S-44.250-M-RS,NFB-NR,0,2,1,1,121.3355257,25.0624735,000010,國道1號,0,44K+250,林口交流道,桃園交流道,0000100004400H,SW,S,4,4
VD-N1-S-45.250-M-LOOP,NFB-NR,0,1,5,1,121.3286594,25.0565623,000010,國道1號,0,45K+250,林口交流道,桃園交流道,0000100004500H,SW,S,4,4
VD-N1-S-46.260-M-LOOP,NFB-NR,0,1,5,1,121.3220698,25.0491646,000010,國道1號,0,46K+260,林口交流道,桃園交流道,0000100004600H,SW,S,4,4
VD-N1-S-47.520-M-LOOP,NFB-NR,0,1,5,1,121.3108837,25.0445601,000010,國道1號,0,47K+520,林口交流道,桃園交流道,0000100004700H,SW,S,5,5
VD-N1-S-48.880-N-LOOP,NFB-NR,0,1,5,1,121.2993154,25.0388698,000010,國道1號,0,48K+880,林口交流道,桃園交流道,0000100004800H,SW,S,4,4
VD-N1-S-49-I-ES-22A-桃園-環道,NFB-NR,0,1,5,2,121.2974475,25.0391248,000010,國道1號,0,49K+100,桃園交流道,機場系統交流道,0000101018050H,NE,S,1,1
VD-N1-S-49-O-NW-1-桃園,NFB-NR,0,1,5,2,121.3022458,25.0406522,000010,國道1號,0,49K+100,桃園交流道,機場系統交流道,0000101018000H,SW,S,2,2
VD-N1-S-49-O-NW-31-桃園-南崁,NFB-NR,0,1,5,2,121.2972097,25.0394468,000010,國道1號,0,49K+100,桃園交流道,機場系統交流道,0000101018030H,NW,S,1,1
VD-N1-S-49-C-S-1-桃園集散道,NFB-NR,0,1,5,2,121.298964,25.0388702,000010,國道1號,0,49K+100,桃園交流道,機場系統交流道,0000101018020H,SW,S,1,1
VD-N1-S-49-O-NW-22B-桃園-中正北路,NFB-NR,0,1,5,2,121.2889769,25.0332708,000010,國道1號,0,49K+100,桃園交流道,機場系統交流道,0000101018086H,W,S,1,1
VD-N1-S-49-O-NW-22-桃園-蘆竹,NFB-NR,0,1,5,2,121.2919798,25.0346843,000010,國道1號,0,49K+100,桃園交流道,機場系統交流道,0000101018083H,SW,S,1,1
VD-N1-S-49-I-WS-21A-桃園-匝道,NFB-NR,0,1,5,2,121.2966498,25.0380533,000010,國道1號,0,49K+100,桃園交流道,機場系統交流道,0000101018070H,S,S,1,1
VD-N1-S-49-I-ES-21B-桃園-蘆興南路,NFB-NR,0,1,5,2,121.2879111,25.0318508,000010,國道1號,0,49K+100,桃園交流道,機場系統交流道,0000101018130H,SW,S,1,1
VD-N1-S-49-I-WS-22B-桃園-蘆興南路,NFB-NR,0,1,5,2,121.2880177,25.0317619,000010,國道1號,0,49K+100,桃園交流道,機場系統交流道,0000101018120H,S,S,1,1
VD-N1-S-49-O-NE-21B-桃園-蘆興南路,NFB-NR,0,1,5,2,121.2893344,25.032713,000010,國道1號,0,49K+100,桃園交流道,機場系統交流道,0000100004990H,SW,S,2,2
VD-N1-S-50.400-N-LOOP,NFB-NR,0,1,5,1,121.28739,25.0308612,000010,國道1號,0,50K+400,桃園交流道,機場系統交流道,0000100005000H,SW,S,5,5
VD-N1-S-51.300-M-RS,NFB-NR,0,2,1,1,121.2800524,25.0246199,000010,國道1號,0,51K+300,桃園交流道,機場系統交流道,0000100005100H,SW,S,5,5
VD-N1-S-51.300-M-LOOP,NFB-NR,0,1,5,1,121.2800699,25.0246367,000010,國道1號,0,51K+300,桃園交流道,機場系統交流道,0000100005100H,SW,S,5,5
VD-N1-S-52-I-WS-機場系統-2E1S,NFB-NR,0,1,5,2,121.2707531,25.0191955,000010,國道1號,0,52K+500,機場系統交流道,中壢服務區,0000101019090H,S,S,1,1
VD-N1-S-52-I-ES-機場系統-2W1S,NFB-NR,0,1,5,2,121.2762976,25.016537,000010,國道1號,0,52K+500,機場系統交流道,中壢服務區,0000101019100H,W,S,1,1
VD-N1-S-52.830-N-LOOP,NFB-NR,0,1,5,1,121.2692005,25.0155645,000010,國道1號,0,52K+830,機場系統交流道,中壢服務區,0000100005200H,SW,S,3,3
VD-N1-S-54.010-M-RS,NFB-NR,0,2,1,1,121.2605551,25.0088155,000010,國道1號,0,54K+010,機場系統交流道,中壢服務區,0000100005310H,SW,S,4,4
VD-N1-S-54.410-M-LOOP,NFB-NR,0,1,5,1,121.2575175,25.0064457,000010,國道1號,0,54K+410,機場系統交流道,中壢服務區,0000100005400H,SW,S,4,4
VD-N1-S-55.000-N-LOOP,NFB-NR,0,1,5,1,121.2529854,25.002938,000010,國道1號,0,55K+000,機場系統交流道,中壢服務區,0000100005480H,SW,S,3,3
VD-N1-S-55-O-NW-1-中壢服務區,NFB-NR,0,1,5,2,121.2531864,25.0034164,000010,國道1號,0,55K+100,中壢服務區,內壢交流道,0000101080000H,SW,S,1,1
VD-N1-S-55-I-WS-中壢服務區,NFB-NR,0,1,5,2,121.25125,25.0025585,000010,國道1號,0,55K+100,中壢服務區,內壢交流道,0000101080010H,SW,S,1,1
VD-N1-T-55-R-中壢服務區便道入口,NFB-NR,0,1,5,2,121.2529339,25.0040398,000010,國道1號,0,55K+500,中壢服務區,內壢交流道,0000101080000H,SW,S,1,1
VD-N1-T-55-R-中壢服務區便道出口,NFB-NR,0,1,5,2,121.2530244,25.0038423,000010,國道1號,0,55K+500,中壢服務區,內壢交流道,0000101080000H,SW,S,1,1
VD-N1-S-55.790-M-RS,NFB-NR,0,1,5,1,121.2471596,24.9982063,000010,國道1號,0,55K+790,中壢服務區,內壢交流道,0000100005550H,SW,S,4,4
VD-N1-S-56.200-M-LOOP,NFB-NR,0,1,5,1,121.2443033,24.9954337,000010,國道1號,0,56K+200,中壢服務區,內壢交流道,0000100005600H,SW,S,4,4
VD-N1-S-56.640-N-LOOP,NFB-NR,0,1,5,1,121.2412453,24.9923684,000010,國道1號,0,56K+640,中壢服務區,內壢交流道,0000100005630H,SW,S,3,3
VD-N1-S-57-I-ES-1A-內壢-環道,NFB-NR,0,1,5,2,121.2393654,24.988667,000010,國道1號,0,57K+000,內壢交流道,中壢轉接一,0000101020040H,N,S,1,1
VD-N1-S-57-I-WS-1B-內壢-匝道,NFB-NR,0,1,5,2,121.2361554,24.9885084,000010,國道1號,0,57K+000,內壢交流道,中壢轉接一,0000101020050H,S,S,1,1
VD-N1-S-57-O-NE-1-內壢,NFB-NR,0,1,5,2,121.2418972,24.9934096,000010,國道1號,0,57K+000,內壢交流道,中壢轉接一,0000101020000H,SW,S,2,2
VD-N1-S-57-O-NE-21-平面,NFB-NR,0,1,5,2,121.2392053,24.9896813,000010,國道1號,0,57K+000,內壢交流道,中壢轉接一,0000101020020H,S,S,1,1
VD-N1-S-57.200-N-LOOP,NFB-NR,0,1,5,1,121.2376972,24.9888068,000010,國道1號,0,57K+200,內壢交流道,中壢轉接一,0000100005700H,SW,S,3,3
VD-N1-S-57.920-M-LOOP,NFB-NR,0,1,5,1,121.2327237,24.9840062,000010,國道1號,0,57K+920,內壢交流道,中壢轉接一,0000100005750H,SW,S,4,4
VD-N1-S-59.540-N-RS,NFB-NR,0,2,1,1,121.22089,24.974212,000010,國道1號,0,59K+540,中壢轉接一,中壢轉接二,0000100005900H,SW,S,5,5
VD-N1-S-61.800-M-LOOP,NFB-NR,0,1,5,1,121.2038621,24.961097,000010,國道1號,0,61K+800,中壢轉接二,中壢交流道,0000100006100H,SW,S,4,4
VD-N1-S-62.200-N-LOOP,NFB-NR,0,1,5,1,121.200961,24.9585739,000010,國道1號,0,62K+200,中壢轉接二,中壢交流道,0000100006200H,SW,S,3,3
VD-N1-S-62-I-WS-1B-中壢-匝道,NFB-NR,0,1,5,2,121.1982901,24.9568757,000010,國道1號,0,62K+400,中壢交流道,平鎮系統交流道,0000101022030H,S,S,1,1
VD-N1-S-62-O-NW-1-中壢,NFB-NR,0,1,5,2,121.2007372,24.9586613,000010,國道1號,0,62K+400,中壢交流道,平鎮系統交流道,0000101022000H,SW,S,2,2
VD-N1-S-62-O-NW-21-中壢,NFB-NR,0,1,5,2,121.198255,24.9574014,000010,國道1號,0,62K+400,中壢交流道,平鎮系統交流道,0000101022010H,SW,S,1,1
VD-N1-S-62-I-ES-1A-中壢-環道,NFB-NR,0,1,5,2,121.1989171,24.957311,000010,國道1號,0,62K+400,中壢交流道,平鎮系統交流道,0000101022030H,S,S,1,1
VD-N1-S-63.020-M-RS,NFB-NR,0,2,1,1,121.1966392,24.9523357,000010,國道1號,0,63K+020,中壢交流道,平鎮系統交流道,0000100006270H,SW,S,4,4
VD-N1-S-64.070-M-LOOP,NFB-NR,0,1,5,1,121.1938064,24.9430852,000010,國道1號,0,64K+070,中壢交流道,平鎮系統交流道,0000100006400H,S,S,4,4
VD-N1-S-65-I-ES-平鎮系統-T66W1S,NFB-NR,0,1,5,2,121.1888598,24.9367691,000010,國道1號,0,65K+000,平鎮系統交流道,幼獅交流道,0000101023050H,NW,S,1,1
VD-N1-S-65-I-WS-平鎮系統-T66E1S,NFB-NR,0,1,5,2,121.1873909,24.9363598,000010,國道1號,0,65K+000,平鎮系統交流道,幼獅交流道,0000101023110H,S,S,1,1
VD-N1-S-66-O-NE-平鎮系統-1ST66E,NFB-NR,0,1,5,2,121.1884144,24.9352438,000010,國道1號,0,65K+000,平鎮系統交流道,幼獅交流道,0000101023080H,E,S,1,1
